ADDRESS,POINTS
253 SMITH ST NW,-5572.591 3213.204|-5568.103 3213.160|-5563.629 3212.993|-5559.155 3212.704|-5554.688 3212.270|-5541.819 3210.847|-5533.521 3210.180|-5525.195 3209.991|-5523.699 3210.013|-5516.171 3210.280|-5508.670 3210.969|-5501.225 3212.103|-5493.850 3213.660|-5486.580 3215.651|-5479.443 3218.052|-5472.452 3220.866|-5465.636 3224.079|-5464.357 3224.902|-5463.267 3225.969|-5462.421 3227.237|-5461.841 3228.649|-5461.561 3230.150|-5461.589 3231.674|-5461.931 3233.164|-5462.561 3234.554|-5482.728 3268.991|-5521.015 3334.318|-5522.832 3337.420|-5542.811 3325.667|-5545.628 3324.010|-5573.024 3307.898|-5576.785 3307.898|-5606.432 3307.831|-5606.467 3304.240|-5606.557 3290.930|-5606.753 3263.309|-5577.372 3213.171
416 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
418 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
419 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
420 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
421 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
422 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
425 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
4V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
7V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
10V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
12V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
15V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
16V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
18V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
19V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
21V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
22V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
23V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
26V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
29V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
31V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
36V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
37V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
38V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
39V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
40V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
41V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
44V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
45V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
47V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
48V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
51V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
55V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
58V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
61V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
64V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
65V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
66V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
67V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
68V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
71V 4275 NORFORD AV NW,-5428.685 3415.568|-5447.021 3446.725|-5447.888 3447.915|-5448.964 3448.904|-5450.215 3449.671|-5451.592 3450.172|-5453.047 3450.405|-5454.515 3450.339|-5455.934 3449.994|-5457.269 3449.371|-5532.444 3404.938|-5533.493 3404.182|-5534.402 3403.270|-5535.136 3402.202|-5535.674 3401.035|-5536.009 3399.789|-5536.128 3398.499|-5536.016 3397.221|-5535.695 3395.964|-5535.094 3394.686|-5514.185 3359.003|-5501.567 3366.464|-5503.853 3370.345|-5494.717 3375.749|-5493.955 3374.437|-5453.060 3398.611|-5454.179 3400.501
