ADDRESS,POINTS
30 COUNTRY VILLAGE CV NE,818.733 12162.984|813.329 12162.594|807.911 12162.517|802.501 12162.739|797.111 12163.273|791.756 12164.118|786.465 12165.263|781.243 12166.709|776.119 12168.443|771.093 12170.478|766.199 12172.780|761.446 12175.371|756.846 12178.229|752.414 12181.342|748.171 12184.700|744.130 12188.292|740.292 12192.117|718.999 12123.031|687.256 12020.109|686.165 12016.584|691.352 12012.626|696.357 12008.434|701.174 12004.031|705.794 11999.427|710.198 11994.612|714.386 11989.609|718.349 11984.438|722.075 11979.078|722.921 11978.022|723.949 11977.121|725.123 11976.432|726.402 11975.965|727.745 11975.731|729.108 11975.754|730.450 11976.021|731.715 11976.521|770.729 11996.347|774.448 11998.337|778.076 12000.483|781.606 12002.774|785.046 12005.220|788.373 12007.800|791.582 12010.524|794.678 12013.382|797.649 12016.373|800.494 12019.476|803.200 12022.711|805.772 12026.047|808.191 12029.483|810.470 12033.030|812.595 12036.666|814.559 12040.391|816.363 12044.194|817.356 12046.974|817.873 12049.876|817.908 12052.823|817.467 12055.736|817.055 12058.194|816.985 12060.673|817.258 12063.153|817.873 12065.566|818.817 12067.868|820.075 12070.014|821.613 12071.971|823.409 12073.705|825.430 12075.162|827.632 12076.329|829.973 12077.186|832.413 12077.708|834.902 12077.897|837.390 12077.731|839.830 12077.230|842.179 12076.396|892.238 12161.360|883.101 12162.550|873.929 12163.462|864.737 12164.085|855.531 12164.440|846.324 12164.496|837.111 12164.274|827.911 12163.773
1301 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1402 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1403 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1404 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1405 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1406 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1407 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1408 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1409 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1410 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1411 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1412 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
1401 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
514V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
515V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
516V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
517V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
518V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
519V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
520V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
521V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
522V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
523V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
524V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
525V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
526V 5 COUNTRY VILLAGE PA NE,1037.563 12483.003|1035.871 12501.572|1034.592 12509.434|1002.869 12506.543|1003.847 12495.846|1004.071 12493.355|1004.302 12490.875|1004.980 12483.403|1005.204 12480.912|1005.434 12478.421|1005.658 12475.942|1005.889 12473.451|1006.112 12470.960|1006.336 12468.470|1006.567 12465.990|1006.790 12463.499|1007.287 12458.073|1007.510 12455.593|1007.741 12453.102|1007.965 12450.612|1008.196 12448.121|1008.419 12445.641|1010.656 12421.134|1047.426 12438.069|1046.329 12438.903|1045.322 12439.848|1044.427 12440.893|1043.644 12442.027|1042.980 12443.228|1042.442 12444.496|1042.043 12445.808|1041.785 12447.165|1041.631 12448.277|1036.290 12447.531|1034.214 12462.509|1033.522 12470.093|1033.298 12472.584|1033.068 12475.074|1032.844 12477.554|1032.613 12480.045|1032.390 12482.536
