ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
76S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
77S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
78S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
79S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
80S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
81S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
82S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
83S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
84S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
85S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
86S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
87S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
88S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
89S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
90S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
91S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
92S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
93S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
94S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
95S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
96S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
97S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
98S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
99S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
100S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
